phage,host,species
MT310897,NC_014159.1,Tsukamurellaceae;
MT684597,CP001397,Flavobacteriales;
MN735434,NZ_CP047242.1,Nostocaceae;
MT657331,NZ_CM002803,Oscillatoriales;
MK937606,NC_006461.1,Thermales;
MN586061,NZ_LPTR01000009.1,Enterobacterales;
MT310859,NZ_CP019870.1,Clostridiales;
MN284895,NC_008095.1,Myxococcales;
MT897909,NZ_HF571038.1,Intrasporangiaceae;
MT639644,NZ_CP010341.1,Propionibacteriaceae;
MN586016,NZ_CM001889,Streptomycetaceae;
MN585992,NZ_VISK01000013.1,Rhodospirillales;
MT639652,SDYW01000001,Bacteria
MN813682,NC_004556.1,Xanthomonadales;
MT818417,NZ_CP021140.1,Eggerthellales;
MN062716,CP034433,Neisseriales;
MK494088,CP003184,Thermoanaerobacterales;
MN703415,NZ_PETF01000001,Entomoplasmatales;
MN586025,NZ_QGLK01000001.1,Bifidobacteriaceae;
MN586020,CP001713,Chlamydiaceae;
MN807249,NZ_LT629758,Micromonosporaceae;
MN204497,NZ_JNIU01000001,Pelagibacterales;
MN234219,NZ_CP021654.1,Aeromonadales;
MN234210,NZ_AP014524.1,Vibrionales;
MN369748,NZ_QLMF01000001.1,Rhizobiales;
MN234211,NZ_CP035765.1,Sphingomonadales;
MT889383,NZ_KZ846072.1,Lactobacillales;
MT889391,NZ_QGLK01000001.1,Bifidobacteriaceae;
MN369749,NZ_BAOP01000115.1,Gordoniaceae;
MT952854,NC_007677.1,Order
MN369755,NZ_CCKZ01000001,Enterobacterales;
MK494117,NC_006461.1,Thermales;
MK686071,NC_015601.1,Erysipelotrichales;
MT522005,NZ_AP014524.1,Vibrionales;
MN369759,NC_015601.1,Erysipelotrichales;
MT114162,NZ_CP027407.1,Rhodobacterales;
MN428051,NC_008095.1,Myxococcales;
MK559429,NC_006461.1,Thermales;
MK875800,NC_010163.1,Acholeplasmatales;
MT684593,NZ_QLMF01000001.1,Rhizobiales;
MN204499,NZ_UFTQ01000001,Brevibacteriaceae;
MT684595,NC_011071.1,Xanthomonadales;
MK660714,NC_009952.1,Rhodobacterales;
MT776806,CP034433,Neisseriales;
MK878900,NZ_ABJL02000008.1,Bacteroidales;
MN586027,NZ_CP009976.1,Flavobacteriales;
MT897905,NZ_AMGI01000001.1,Entomoplasmatales;
MT657342,NZ_CP022580.1,Gordoniaceae;
MN586051,CP001713,Chlamydiaceae;
MN234191,NZ_QGLK01000001.1,Bifidobacteriaceae;
MN234169,CP004353,Corynebacteriaceae;
MN284897,NZ_CP046058.1,Chroococcales;
MK937604,NZ_CP035765.1,Sphingomonadales;
MN369758,NC_012490.1,Nocardiaceae;
MT818425,NZ_BEWM01000001.1,Rhodospirillales;
MK967402,NZ_HF571038.1,Intrasporangiaceae;
MK494119,NC_005042.1,Prochloraceae;
MN310545,NC_006461.1,Thermales;
MK494127,CP034433,Neisseriales;
MN813697,NZ_FODB01000122.1,Oceanospirillales;
MN062708,CP034433,Neisseriales;
MN096359,NZ_JNIU01000001,Pelagibacterales;
MT889394,NZ_CP016990.1,Aeromonadales;
MT889397,NZ_PKKP01000001.1,Actinomycetaceae;
MN728684,NZ_VISK01000013.1,Rhodospirillales;
MT490373,NZ_AP018203.1,Leptolyngbyaceae;
KX670789,NZ_CP031781.1,Vibrionales;
AY129338,NC_015601.1,Erysipelotrichales;
MN813687,NZ_PETF01000001,Entomoplasmatales;
MT952853,NZ_JNIU01000001,Pelagibacterales;
DQ398046,NZ_CP046058.1,Chroococcales;
MN586017,NC_005363.1,Bdellovibrionales;
MT889367,CP023315,Caulobacterales;
MN813675,NZ_LN831039.1,Mycobacteriaceae;
MN813691,NZ_CP009467.1,Vibrionales;
MN813692,CP004353,Corynebacteriaceae;
MN813688,NZ_MRCG01000001.1,Oscillatoriales;
MN813689,NC_015601.1,Erysipelotrichales;
MN813690,NZ_MRCG01000001.1,Oscillatoriales;
MN813679,NZ_AP014524.1,Vibrionales;
MN813677,NC_002771.1,Mycoplasmataceae;
MN813683,NZ_CP007203.1,Aphanizomenonaceae;
MN813699,NZ_CP013197.1,Entomoplasmatales;
MT771347,NZ_HF571038.1,Intrasporangiaceae;
MT639645,NZ_CP046058.1,Chroococcales;
MN234212,NZ_PETF01000001,Entomoplasmatales;
DQ398047,NZ_CP047242.1,Nostocaceae;
MN119378,NZ_FNSA01000003,Tsukamurellaceae;
 KX458237,NC_006461.1,Thermales;
MT818422,NZ_CP050956.1,Bacteroidales;
MK494126,NZ_CP022580.1,Gordoniaceae;
MN586060,NZ_HF571038.1,Intrasporangiaceae;
AF547430,NZ_CP030777.1,Clostridiales;
MN703408,NC_015276.1,Oceanospirillales;
MN807248,NC_012490.1,Nocardiaceae;
MT114167,NZ_FODB01000122.1,Oceanospirillales;
MK686070,NC_013961.1,Enterobacterales;
MN586009,NZ_JNIU01000001,Pelagibacterales;
JX889246,NC_005042.1,Prochloraceae;
MK494093,CP001713,Chlamydiaceae;
MN234223,NZ_LN831027.1,Fusobacteriaceae;
MK820639,NZ_CP009976.1,Flavobacteriales;
BA000030.4,NZ_CP019870.1,Clostridiales;
MT889376,CP034433,Neisseriales;
KT206225,NC_005042.1,Prochloraceae;
MK937592,NZ_KB890221.1,Rhizobiales;
MN010756,CP019892,Microbacteriaceae;
MT498053,NZ_BEWM01000001.1,Rhodospirillales;
NC_023722,SDYW01000001,Bacteria
MK494105,LR134359,Campylobacterales;
DQ398049,NZ_CP022580.1,Gordoniaceae;
MK494120,NZ_LT629758,Micromonosporaceae;
MT889388,NZ_JYBE02000001.1,Streptomycetaceae;
DQ398051,NZ_CP004353.1,Corynebacteriaceae;
MT024861,NZ_AP018203.1,Leptolyngbyaceae;
DQ398050,NC_005042.1,Prochloraceae;
MN062712,NC_009438.1,Alteromonadales;
MN329676,NZ_CP047242.1,Nostocaceae;
MK875792,NZ_CP029197.1,Streptomycetaceae;
MT114158,NZ_LT629739,Brevibacteriaceae;
MN234218,NZ_KB890221.1,Rhizobiales;
MN703413,NC_005363.1,Bdellovibrionales;
MN444868,NZ_CP009976.1,Flavobacteriales;
MN428056,NZ_CP009976.1,Flavobacteriales;
MN096355,NC_007651.1,Burkholderiales;
MT723945,CP023315,Caulobacterales;
MN585981,CP034433,Neisseriales;
MN234236,NZ_PKKP01000001.1,Actinomycetaceae;
MN617843,SDYW01000001,Bacteria
MN183282,NZ_HF571038.1,Intrasporangiaceae;
DQ398048,NZ_CP046058.1,Chroococcales;
MN234206,NC_008261.1,Clostridiales;
MK801735,NZ_CP050956.1,Bacteroidales;
MN369764,NZ_CP021654.1,Aeromonadales;
KY092484,NC_018681.1,Nocardiaceae;
MN234197,CP001751,SAR116
MN234207,NZ_PKKP01000001.1,Actinomycetaceae;
MN234231,LC361338,Micrococcaceae;
MT310870,NZ_CP021140.1,Eggerthellales;
MT498048,NZ_CP027407.1,Rhodobacterales;
MT498042,NZ_LN831027.1,Fusobacteriaceae;
MK494113,NZ_QGLK01000001.1,Bifidobacteriaceae;
MT658803,NZ_JYBE02000001.1,Streptomycetaceae;
MK686068,NC_008095.1,Myxococcales;
MN585983,NZ_CP045235.1,Burkholderiales;
MN234225,NC_017287.1,Chlamydiaceae;
MN586044,HG530068,Pseudomonadales;
MN096360,NZ_CP009976.1,Flavobacteriales;
MN813681,NZ_VISK01000013.1,Rhodospirillales;
MT553335,NZ_UWXU01000001,Enterobacterales;
 KX619651,NZ_KZ846072.1,Lactobacillales;
MT684602,NZ_JH719383.1,Rhizobiales;
MK686072,NZ_LR131273.1,Tsukamurellaceae;
AY129334,NC_008095.1,Myxococcales;
MT897904,NZ_CP013197.1,Entomoplasmatales;
MN908694,NZ_LT629758,Micromonosporaceae;
MK524531,CP012196,Campylobacterales;
MN234232,LR134359,Campylobacterales;
MN204498,NC_015601.1,Erysipelotrichales;
MN586000,NC_006085.1,Propionibacteriaceae;
MN234202,NZ_UFTQ01000003.1,Brevibacteriaceae;
MN617842,NC_008095.1,Myxococcales;
MT553346,CP004353,Corynebacteriaceae;
MK524521,NZ_LN831027.1,Fusobacteriaceae;
MN234213,NC_003228.3,Bacteroidales;
MT723932,NZ_CP021140.1,Eggerthellales;
MK494091,NZ_UWXU01000001,Enterobacterales;
MN735433,NZ_CP013197.1,Entomoplasmatales;
MK814749,NZ_CP021140.1,Eggerthellales;
MT889396,NZ_CP050956.1,Bacteroidales;
MT310850,NZ_QGLK01000001.1,Bifidobacteriaceae;
MN234203,NZ_JMSZ01000016,Oceanospirillales;
MT114163,NZ_JAAXPD010000001.1,Gordoniaceae;
MT897908,NC_006085.1,Propionibacteriaceae;
MN585994,NZ_ATTH01000001,Order
MK967385,NZ_PKKP01000001.1,Actinomycetaceae;
MK878895,NC_004310.3,Rhizobiales;
MN234221,NZ_LR215047.1,Mycoplasmataceae;
MN234180,NC_006085.1,Propionibacteriaceae;
MT818418,NZ_CP007203.1,Aphanizomenonaceae;
MT889395,MTKC01000003,Streptomycetaceae;
MN908684,NZ_LN831039.1,Mycobacteriaceae;
MK494092,NZ_CP035765.1,Sphingomonadales;
MN945899,NZ_CP022580.1,Gordoniaceae;
MT316463,NZ_JYBE02000001.1,Streptomycetaceae;
MN586007,LT708304.1,Mycobacteriaceae;
MN428052,NZ_CP047242.1,Nostocaceae;
MN585991,NZ_CP021654.1,Aeromonadales;
MT684588,NZ_ABJL02000008.1,Bacteroidales;
MN062718,NZ_CP007203.1,Aphanizomenonaceae;
MN096368,NZ_CP021140.1,Eggerthellales;
MN204504,NC_017287.1,Chlamydiaceae;
MT522000,NZ_CP021654.1,Aeromonadales;
MN369742,NC_010163.1,Acholeplasmatales;
MN234173,NC_007677.1,Order
MK937613,NZ_JNIU01000001,Pelagibacterales;
MN585973,NZ_LR131273.1,Tsukamurellaceae;
MN586019,NZ_CP006850.1,Nocardiaceae;
MN234229,NC_005042.1,Prochloraceae;
MN234175,NC_003317.1,Rhizobiales;
MN234215,NC_005042.1,Prochloraceae;
MK937605,NZ_CP047242.1,Nostocaceae;
MT310895,NC_021883.1,Pasteurellales;
MK494111,CP001751,SAR116
MK977700,NC_011071.1,Xanthomonadales;
MK977710,NC_005042.1,Prochloraceae;
MT889384,NZ_CP023560,Bacillales;
MN908683,NZ_CP007203.1,Aphanizomenonaceae;
MN586004,NZ_CP014135.1,Pseudomonadales;
MN428057,NC_010163.1,Acholeplasmatales;
MT889381,NZ_CP042449.1,Vibrionales;
MK814754,NZ_SGOE01000001.1,Rhizobiales;
MT657338,CP034433,Neisseriales;
MN585989,NC_006461.1,Thermales;
MK494110,CP003184,Thermoanaerobacterales;
MN444872,NC_004556.1,Xanthomonadales;
MN369751,HG530068,Pseudomonadales;
MN586059,NZ_CP035765.1,Sphingomonadales;
MK919480,NZ_MUTR01000001.1,Burkholderiales;
MT310868,NZ_CP007203.1,Aphanizomenonaceae;
MN813684,NZ_PKRZ01000001.1,Lactobacillales;
MK977709,NC_021883.1,Pasteurellales;
MT657340,NZ_RQHA01000004.1,Leptospiraceae;
MT889385,CP001751,SAR116
MN234172,NZ_CP050013.1,Enterobacterales;
MT986028,NZ_HF571038.1,Intrasporangiaceae;
MT684600,NZ_ABJL02000008.1,Bacteroidales;
MN586046,NZ_HF571038.1,Intrasporangiaceae;
AF068845,NZ_QLMF01000001.1,Rhizobiales;
MN234209,CP019236,Burkholderiales;
MH171098,NC_011071.1,Xanthomonadales;
MN096364,NC_015601.1,Erysipelotrichales;
MN369750,NZ_JAAXPD010000001.1,Gordoniaceae;
MT522002,NZ_AP018203.1,Leptolyngbyaceae;
MT952847,NZ_VDDD01000101.1,Rhodobacterales;
MN234228,NC_009952.1,Rhodobacterales;
HM486077,NZ_BEWM01000001.1,Rhodospirillales;
MN586013,NC_005363.1,Bdellovibrionales;
MN585997,NC_017287.1,Chlamydiaceae;
MN369743,NZ_LN831027.1,Fusobacteriaceae;
MN276192,NZ_BJNB00000000.1,Corynebacteriaceae;
MN234178,NZ_CP007203.1,Aphanizomenonaceae;
MT889382,NZ_AP018203.1,Leptolyngbyaceae;
MN096373,NZ_HF571038.1,Intrasporangiaceae;
MK977713,CP023315,Caulobacterales;
MT897906,NZ_KZ846072.1,Lactobacillales;
MN586024,NZ_CP014170.1,Clostridiales;
MK878905,NZ_BEWM01000001.1,Rhodospirillales;
MK494099,NZ_BAOP01000115.1,Gordoniaceae;
MN175603,NZ_SGOE01000001.1,Rhizobiales;
MT771349,NC_017287.1,Chlamydiaceae;
MN585982,NZ_CP016990.1,Aeromonadales;
MN234189,NZ_CP018725.1,Xanthomonadales;
MT310877,NZ_CP016990.1,Aeromonadales;
MN586058,NZ_CP021140.1,Eggerthellales;
MN234167,CP034433,Neisseriales;
MT310876,LR134359,Campylobacterales;
MN234205,NZ_SPGG01000010.1,Bacteroidales;
MT114164,NZ_PKKP01000001.1,Actinomycetaceae;
MN096362,NC_005042.1,Prochloraceae;
MT897910,NC_017379.1,Campylobacterales;
MK494102,NZ_CP022580.1,Gordoniaceae;
MN586038,NZ_LN831027.1,Fusobacteriaceae;
 KX585251,SDYW01000001,Bacteria
MN585985,NZ_LR215047.1,Mycoplasmataceae;
MN096357,NZ_LR215047.1,Mycoplasmataceae;
MT657330,NZ_CP023558.1,Alteromonadales;
MN428049,NZ_CP021140.1,Eggerthellales;
MN284899,NZ_UFTQ01000003.1,Brevibacteriaceae;
MN735432,NZ_LN831027.1,Fusobacteriaceae;
MT024870,NZ_CP033334.1,Rhizobiales;
MK967395,NC_014159.1,Tsukamurellaceae;
MK937600,CP003184,Thermoanaerobacterales;
MT024866,NC_005042.1,Prochloraceae;
MT952849,NZ_MRCG01000001.1,Oscillatoriales;
MN484599,CP003184,Thermoanaerobacterales;
MN586018,NZ_CP021654.1,Aeromonadales;
MK875799,NZ_LR131273.1,Tsukamurellaceae;
MK919473,NZ_CP009976.1,Flavobacteriales;
MK814748,NZ_LN831027.1,Fusobacteriaceae;
MN945901,NZ_JH719383.1,Rhizobiales;
MN234195,NZ_CP035765.1,Sphingomonadales;
MH019215,CP019892,Microbacteriaceae;
MN586049,NZ_PKKP01000001.1,Actinomycetaceae;
MN096379,NZ_QLMF01000001.1,Rhizobiales;
MT889364,NZ_CP015121.1,Pseudomonadales;
MN585979,NZ_HF571038.1,Intrasporangiaceae;
MN183286,NC_017379.1,Campylobacterales;
MN234164,NZ_CP047242.1,Nostocaceae;
MT024871,NZ_CWGL01000001.1,Enterobacterales;
MN586003,CP019892,Microbacteriaceae;
MN728683,NZ_CP021140.1,Eggerthellales;
MH248947,NZ_LT629758,Micromonosporaceae;
MN183285,NZ_CP031781.1,Vibrionales;
MN234176,NZ_CP013990.1,Enterobacterales;
MN234165,NZ_UFTQ01000003.1,Brevibacteriaceae;
MN586023,NC_006085.1,Propionibacteriaceae;
MN183279,NZ_CP009764.1,Burkholderiales;
MN234198,NZ_LN831027.1,Fusobacteriaceae;
MT684596,NC_008261.1,Clostridiales;
MN096372,NZ_JMSZ01000016,Oceanospirillales;
MN204493,NZ_CP013187.1,Alteromonadales;
NC_001341,NZ_JNIU01000001,Pelagibacterales;
KF787094,NVUC01000001,Rhodobacterales;
NC_049849,CP030026,Enterobacterales;
NC_041997,NC_015601.1,Erysipelotrichales;
NC_042028,NC_014159.1,Tsukamurellaceae;
NC_048142,CP034433,Neisseriales;
NC_041998,NC_005363.1,Bdellovibrionales;
NC_049445,CP003184,Thermoanaerobacterales;
NC_049511,LR134359,Campylobacterales;
NC_049491,NC_004557.1,Clostridiales;
NC_049490,NZ_MUTR01000001.1,Burkholderiales;
NC_041857,NC_006461.1,Thermales;
NC_049441,NC_011071.1,Xanthomonadales;
NC_049492,NZ_PKKP01000001.1,Actinomycetaceae;
NC_049479,NZ_CP007203.1,Aphanizomenonaceae;
NC_049493,CP003184,Thermoanaerobacterales;
NC_041905,NZ_CP027107.1,Enterobacterales;
NC_047896,CP023315,Caulobacterales;
NC_048074,NZ_CP046058.1,Chroococcales;
NC_048075,NZ_CP035765.1,Sphingomonadales;
NC_048080,NZ_CP027114.1,Gordoniaceae;
NC_041884,NC_008095.1,Myxococcales;
NC_049494,CP034433,Neisseriales;
NC_048076,NZ_FNSA01000003,Tsukamurellaceae;
NC_041915,NZ_CP021140.1,Eggerthellales;
NC_041914,NZ_HF571038.1,Intrasporangiaceae;
NC_048081,NC_005363.1,Bdellovibrionales;
NC_042003,NC_015601.1,Erysipelotrichales;
NC_042004,NC_003228.3,Bacteroidales;
NC_042005,NZ_LT629758,Micromonosporaceae;
NC_042124,NZ_CP007203.1,Aphanizomenonaceae;
NC_041966,NC_005042.1,Prochloraceae;
NC_041924,NC_015601.1,Erysipelotrichales;
NC_041967,NC_008095.1,Myxococcales;
NC_048651,NZ_JMSZ01000016,Oceanospirillales;
NC_048769,NC_010163.1,Acholeplasmatales;
NC_047966,NC_003228.3,Bacteroidales;
NC_048770,CP001751,SAR116
NC_048773,NC_007677.1,Order
NC_048771,NC_008095.1,Myxococcales;
NC_048772,NZ_AP014524.1,Vibrionales;
NC_047866,NZ_BJNB00000000.1,Corynebacteriaceae;
NC_047949,NZ_LR131273.1,Tsukamurellaceae;
NC_047950,NZ_CP032675.1,Nocardiaceae;
NC_047865,NZ_CP027407.1,Rhodobacterales;
NC_048776,NC_012490.1,Nocardiaceae;
NC_048774,NZ_HF571038.1,Intrasporangiaceae;
NC_048775,NC_012490.1,Nocardiaceae;
NC_025459,NZ_CP004353.1,Corynebacteriaceae;
NC_048133,NC_006461.1,Thermales;
NC_007022,NZ_FNSA01000003,Tsukamurellaceae;
NC_005260,CP001751,SAR116
NC_047845,NZ_CP009976.1,Flavobacteriales;
NC_047846,NC_010163.1,Acholeplasmatales;
NC_042013,NC_007677.1,Order
NC_048878,NZ_SGOE01000001.1,Rhizobiales;
NC_048093,NZ_RQHA01000004.1,Leptospiraceae;
NC_009760,CP001751,SAR116
NC_031121,NZ_RQHA01000004.1,Leptospiraceae;
NC_047736,NZ_RQHA01000004.1,Leptospiraceae;
NC_005258,NZ_CP035765.1,Sphingomonadales;
NC_047735,NC_005042.1,Prochloraceae;
NC_049961,NC_005363.1,Bdellovibrionales;
NC_031024,CP003184,Thermoanaerobacterales;
NC_024792,NZ_CP015121.1,Pseudomonadales;
NC_047744,NZ_BAOP01000115.1,Gordoniaceae;
NC_023501,NC_006461.1,Thermales;
NC_018085,CP000388,Alteromonadales;
NC_024216,NZ_JNIU01000001,Pelagibacterales;
NC_048698,NC_008095.1,Myxococcales;
DQ222851,NZ_CP021140.1,Eggerthellales;
NC_031015,NZ_CP007203.1,Aphanizomenonaceae;
NC_048667,NC_006461.1,Thermales;
NC_031054,NZ_CP009764.1,Burkholderiales;
NC_049967,NZ_LR131273.1,Tsukamurellaceae;
NC_049968,NZ_BEWM01000001.1,Rhodospirillales;
NC_049969,NZ_HF571038.1,Intrasporangiaceae;
NC_024207,NZ_CP004353.1,Corynebacteriaceae;
NC_007814,NZ_UFTQ01000001,Brevibacteriaceae;
NC_007458,CP001751,SAR116
NC_006945,LT708304.1,Mycobacteriaceae;
NC_024213,NZ_MUTR01000001.1,Burkholderiales;
NC_049960,NZ_CP021654.1,Aeromonadales;
NC_024205,NC_006085.1,Propionibacteriaceae;
NC_031012,CP003184,Thermoanaerobacterales;
NC_049964,NZ_JNIU01000001,Pelagibacterales;
NC_024211,NZ_CP022580.1,Gordoniaceae;
NC_048641,NZ_FNSA01000003,Tsukamurellaceae;
NC_028886,CP034433,Neisseriales;
NC_028886,NZ_CP021140.1,Eggerthellales;
NC_029008,NZ_BJNB00000000.1,Corynebacteriaceae;
NC_029008,LR134359,Campylobacterales;
NC_023599,AP014565,Enterobacterales;
NC_019502,NZ_LN831039.1,Mycobacteriaceae;
KF669657,NZ_JNIU01000001,Pelagibacterales;
NC_049959,NC_007677.1,Order
NC_024788,NC_005042.1,Prochloraceae;
NC_031034,NZ_UFTQ01000001,Brevibacteriaceae;
NC_049962,NZ_CP009977.1,Vibrionales;
NC_011645,SDYW01000001,Bacteria
NC_028890,NZ_UFTQ01000001,Brevibacteriaceae;
NC_028890,CP019892,Microbacteriaceae;
NC_048735,LR134359,Campylobacterales;
NC_048633,NZ_PKKP01000001.1,Actinomycetaceae;
NC_049971,NZ_CP046058.1,Chroococcales;
NC_049972,CP023315,Caulobacterales;
NC_048762,NZ_VISK01000013.1,Rhodospirillales;
NC_048640,LR134359,Campylobacterales;
NC_022773,NZ_CP035765.1,Sphingomonadales;
NC_042140,CP001751,SAR116
NC_011167,CP003184,Thermoanaerobacterales;
NC_049973,NZ_PKKP01000001.1,Actinomycetaceae;
NC_049461,NC_021883.1,Pasteurellales;
NC_049461,NZ_CP046058.1,Chroococcales;
KP296794,NC_006085.1,Propionibacteriaceae;
NC_049977,NZ_CP015121.1,Pseudomonadales;
NC_048859,CP003184,Thermoanaerobacterales;
NC_048858,NZ_CP035765.1,Sphingomonadales;
NC_047876,NZ_CP012958.1,Pasteurellales;
NC_047877,NZ_RQHA01000004.1,Leptospiraceae;
NC_047878,NZ_FODB01000122.1,Oceanospirillales;
NC_047879,NZ_JYBE02000001.1,Streptomycetaceae;
NC_047861,NZ_AP018203.1,Leptolyngbyaceae;
KC595516,NZ_CP021140.1,Eggerthellales;
NC_041976,NC_021883.1,Pasteurellales;
NC_047851,CP001751,SAR116
KC556893,NZ_CP009764.1,Burkholderiales;
KC556894,NZ_JMSZ01000016,Oceanospirillales;
KC556895,NZ_CP047242.1,Nostocaceae;
KC556896,NZ_CP007203.1,Aphanizomenonaceae;
KC556898,CP001397,Flavobacteriales;
NC_049850,CP003184,Thermoanaerobacterales;
NC_049851,NZ_FNSA01000003,Tsukamurellaceae;
NC_013055,NC_013501.1,Order
NC_013055,NZ_CP013197.1,Entomoplasmatales;
JX681814,NC_008095.1,Myxococcales;
NC_047752,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_005262,NZ_LN831039.1,Mycobacteriaceae;
NC_009015,NZ_CP021654.1,Aeromonadales;
NC_018452,NZ_RQHA01000004.1,Leptospiraceae;
NC_021791,NZ_QGLK01000001.1,Bifidobacteriaceae;
KC821615,NZ_CP046058.1,Chroococcales;
KC821625,NZ_JYNI01000003,Alteromonadales;
NC_021795,NZ_LR131273.1,Tsukamurellaceae;
KC821627,NZ_JNIU01000001,Pelagibacterales;
KC821628,NZ_VDDD01000101.1,Rhodobacterales;
KC821621,NZ_JYBE02000001.1,Streptomycetaceae;
NC_021804,CP019892,Microbacteriaceae;
KC821630,NZ_CP031781.1,Vibrionales;
KC821610,NC_005042.1,Prochloraceae;
KC821612,NZ_CP021140.1,Eggerthellales;
KC821634,NZ_PKKP01000001.1,Actinomycetaceae;
KC821631,NC_010163.1,Acholeplasmatales;
NC_047823,NZ_CP010899.1,Entomoplasmatales;
NC_042067,NZ_CP028926.1,Pasteurellales;
NC_023548,NZ_BEWM01000001.1,Rhodospirillales;
NC_025414,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_041977,NZ_JNIU01000001,Pelagibacterales;
NC_048065,NZ_CP013197.1,Entomoplasmatales;
NC_047920,NZ_CP047242.1,Nostocaceae;
NC_048643,NZ_LT629739,Brevibacteriaceae;
NC_048642,NZ_HF571038.1,Intrasporangiaceae;
NC_024144,NZ_UFTQ01000003.1,Brevibacteriaceae;
NC_048738,NZ_AP018203.1,Leptolyngbyaceae;
NC_048661,NZ_RQHA01000004.1,Leptospiraceae;
NC_048629,NZ_CP018296.1,Chlamydiaceae;
NC_019924,NC_008095.1,Myxococcales;
LN681534,NC_007677.1,Order
NC_015568,CP003184,Thermoanaerobacterales;
NC_029116,NC_017379.1,Campylobacterales;
NC_011318,CP001751,SAR116
JF767210,NZ_SPGG01000010.1,Bacteroidales;
NC_030950,LC361338,Micrococcaceae;
NC_028991,CP003563,Rhizobiales;
NC_029004,NZ_CP013197.1,Entomoplasmatales;
NC_030949,NZ_AP014524.1,Vibrionales;
NC_014457,NVTK01000009,Alteromonadales;
NC_028883,NZ_AP018203.1,Leptolyngbyaceae;
NC_048712,NZ_PKRZ01000001.1,Lactobacillales;
NC_048791,CP001751,SAR116
NC_042085,NZ_BAOP01000115.1,Gordoniaceae;
NC_042086,NZ_JNIU01000001,Pelagibacterales;
NC_048787,NZ_LT629758,Micromonosporaceae;
NC_048070,NZ_LT629758,Micromonosporaceae;
NC_048790,NC_008095.1,Myxococcales;
NC_042354,NZ_JMSZ01000016,Oceanospirillales;
NC_042355,NZ_CP058243.1,Xanthomonadales;
NC_042139,NZ_JNIU01000001,Pelagibacterales;
NC_048069,NZ_JYBE02000001.1,Streptomycetaceae;
NC_048780,NZ_PETF01000001,Entomoplasmatales;
NC_048789,LC361338,Micrococcaceae;
NC_042087,NZ_JMSZ01000016,Oceanospirillales;
NC_048088,NZ_CP046058.1,Chroococcales;
NC_019934,CP001751,SAR116
JF314845,NZ_CP022580.1,Gordoniaceae;
NC_047854,NZ_CP035765.1,Sphingomonadales;
NC_048161,NZ_CP016990.1,Aeromonadales;
NC_019401,CP001751,SAR116
NC_048645,CP034433,Neisseriales;
NC_048646,NZ_NKWY01000001.1,Aeromonadales;
NC_048664,NZ_CP031781.1,Vibrionales;
KM058087,NZ_LT629758,Micromonosporaceae;
NC_047759,NZ_FNSA01000003,Tsukamurellaceae;
NC_047961,NZ_CP027793.1,Nocardiaceae;
NC_048057,NC_017379.1,Campylobacterales;
NC_048059,NZ_SPGG01000010.1,Bacteroidales;
NC_048060,NZ_AP014524.1,Vibrionales;
NC_047964,NZ_CP007203.1,Aphanizomenonaceae;
NC_048077,NZ_ORZE01000263.1,Xanthomonadales;
NC_049371,CP023315,Caulobacterales;
KJ803031,NZ_CP010899.1,Entomoplasmatales;
NC_041921,NZ_CP027793.1,Nocardiaceae;
NC_042029,NZ_LT629758,Micromonosporaceae;
NC_026611,NC_005042.1,Prochloraceae;
AB757801,NZ_CP012958.1,Pasteurellales;
NC_019420,NZ_CP007203.1,Aphanizomenonaceae;
NC_020082,SDYW01000001,Bacteria
NC_048182,NZ_RQHA01000004.1,Leptospiraceae;
NC_048022,NZ_CP035765.1,Sphingomonadales;
KP791807,NZ_LN831027.1,Fusobacteriaceae;
NC_042122,NC_021883.1,Pasteurellales;
NC_049384,NZ_JNIU01000001,Pelagibacterales;
NC_041980,NZ_MRCG01000001.1,Oscillatoriales;
NC_027980,NC_015276.1,Oceanospirillales;
NC_049429,NZ_CP046058.1,Chroococcales;
NC_048849,NC_015601.1,Erysipelotrichales;
NC_043469,LC361338,Micrococcaceae;
NC_022750,NZ_HF571038.1,Intrasporangiaceae;
NC_001421,CP003184,Thermoanaerobacterales;
NC_001421,NZ_CP027407.1,Rhodobacterales;
NC_001421,CP023315,Caulobacterales;
NC_001421,CP012196,Campylobacterales;
NC_001421,NZ_CP016990.1,Aeromonadales;
NC_042134,NZ_JMSZ01000016,Oceanospirillales;
NC_018086,NC_013929.1,Streptomycetaceae;
KY472224,CP023315,Caulobacterales;
KY303907,NC_008095.1,Myxococcales;
MT350292,LR134359,Campylobacterales;
MT350293,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_047796,NZ_LR215047.1,Mycoplasmataceae;
MH791397,NZ_VDDD01000101.1,Rhodobacterales;
MK800154,NZ_MRCG01000001.1,Oscillatoriales;
MT119359,NZ_CP035765.1,Sphingomonadales;
NC_041959,LC361338,Micrococcaceae;
NC_042125,CP001397,Flavobacteriales;
MH375074,NC_015601.1,Erysipelotrichales;
MK982307,NC_002771.1,Mycoplasmataceae;
MT119360,NC_021883.1,Pasteurellales;
MK125140,NC_021883.1,Pasteurellales;
MN854830,NZ_MUTR01000001.1,Burkholderiales;
MN241318,NZ_JMSZ01000016,Oceanospirillales;
NC_047853,NZ_PETF01000001,Entomoplasmatales;
GQ478082,NZ_LR215047.1,Mycoplasmataceae;
