phage,host,species,relation
MN284902,NZ_CP010341.1,Rhodococcus,0
MN234170,NZ_CP010341.1,Spiroplasmataceae;,0
MN369761,NZ_CP010341.1,Chlamydia/Chlamydophila,0
MT498045,NZ_CP010341.1,Tetrasphaera,0
MN234200,NZ_CP010341.1,Xanthomonadaceae;,0
KX578071.1,NZ_CP010341.1,Arthrobacter,0
MT310897,NZ_CP010341.1,Cutibacterium,0
MT684597,NZ_CP010341.1,Rhodospirillaceae;,0
MN735434,NZ_CP010341.1,Sinomonas,0
MN234204,NZ_CP010341.1,Microcoleaceae;,0
MT657331,NZ_CP010341.1,Bacillaceae;,0
MK937606,NZ_CP010341.1,Erwiniaceae;,0
MN586061,NZ_CP010341.1,Thermaceae;,0
MT657335,NZ_CP010341.1,Chlamydia/Chlamydophila,0
MT310859,NZ_CP010341.1,Erwiniaceae;,0
MN284895,NZ_CP010341.1,Fusobacterium,0
MN062715,NZ_CP010341.1,Staphylococcaceae;,0
MT897909,NZ_CP010341.1,Microbacterium,0
MT639644,NZ_CP010341.1,Tannerellaceae;,0
MN586016,NZ_CP010341.1,Halobacteria;,0
MN585992,NZ_CP010341.1,Xanthomonadaceae;,0
MN183284,NZ_CP010341.1,Prochlorococcus,0
MT639652,NZ_CP010341.1,Mycobacteroides,0
MT771342,NZ_CP010341.1,Hafniaceae;,0
MN813682,NZ_CP010341.1,Trichormus,0
MT818417,NZ_CP010341.1,Spiroplasmataceae;,0
MT684589,NZ_CP010341.1,Idiomarinaceae;,0
MN062716,NZ_CP010341.1,Methanobacteria;,0
MK494088,NZ_CP010341.1,Mycobacterium;,0
MT657337,NZ_CP010341.1,Aeromonadaceae;,0
MN062703,NZ_CP010341.1,Oscillatoriaceae;,0
MK977702,NZ_CP010341.1,Halobacteria;,0
MN428055,NZ_CP010341.1,Morganellaceae;,0
MN703415,NZ_CP010341.1,Clavibacter,0
MT316458,NZ_CP010341.1,Rhodospirillaceae;,0
MN096378,NZ_CP010341.1,Caulobacteraceae;,0
MN586025,NZ_CP010341.1,Sulfolobaceae;,0
MN586020,NZ_CP010341.1,Acetobacteraceae;,0
MN807249,NZ_CP010341.1,Morganellaceae;,0
MN204497,NZ_CP010341.1,,0
MK864263,NZ_CP010341.1,Alcaligenaceae;,0
MN586028,NZ_CP010341.1,Clavibacter,0
MK919470,NZ_CP010341.1,Flavobacteriaceae;,0
MT498063,NZ_CP010341.1,Alcaligenaceae;,0
MN234219,NZ_CP010341.1,Rhizobiaceae;,0
MT771346,NZ_CP010341.1,Mycoplasma,0
MN234210,NZ_CP010341.1,Clavibacter,0
MN369748,NZ_CP010341.1,Idiomarinaceae;,0
MK620903,NZ_CP010341.1,Moraxellaceae;,0
MN234211,NZ_CP010341.1,Spiroplasmataceae;,0
,NZ_CP010341.1,,0
MN284898,NZ_CP010341.1,Enterobacteriaceae;,0
MT889383,NZ_CP010341.1,Halomonadaceae;,0
MT889391,NZ_CP010341.1,Sphingomonadaceae;,0
MN369749,NZ_CP010341.1,Oceanospirillaceae;,0
MT952854,NZ_CP010341.1,Pectobacteriaceae;,0
MN369755,NZ_CP010341.1,Helicobacteraceae;,0
MN010762,NZ_CP010341.1,Fusobacterium,0
MK494117,NZ_CP010341.1,Microcoleaceae;,0
MK686071,NZ_CP010341.1,Enterobacteriaceae;,0
MT522005,NZ_CP010341.1,Burkholderiaceae;,0
MN369759,NZ_CP010341.1,Halobacteria;,0
MT310878,NZ_CP010341.1,Methanobacteria;,0
MT114162,NZ_CP010341.1,Gordonia,0
MN428051,NZ_CP010341.1,Propionibacterium,0
MK559429,NZ_CP010341.1,Tannerellaceae;,0
MK977705,NZ_CP010341.1,Mycolicibacterium,0
MK894437,NZ_CP010341.1,Leuconostocaceae;,0
MK875800,NZ_CP010341.1,Comamonadaceae;,0
MT684593,NZ_CP010341.1,Flavobacteriaceae;,0
MT521995,NZ_CP010341.1,Streptococcaceae;,0
MN204499,NZ_CP010341.1,Thermoanaerobacterales,0
MT684595,NZ_CP010341.1,Streptococcaceae;,0
MK660714,NZ_CP010341.1,Prochlorococcus,0
MT776806,NZ_CP010341.1,Vertebrata;,0
MK878900,NZ_CP010341.1,Vibrionaceae;,0
MN586027,NZ_CP010341.1,Caulobacteraceae;,0
MT952848,NZ_CP010341.1,Prochlorococcus,0
MT897905,NZ_CP010341.1,Helicobacteraceae;,0
MT657342,NZ_CP010341.1,Rhodospirillaceae;,0
MT024872,NZ_CP010341.1,Erwiniaceae;,0
MN586051,NZ_CP010341.1,Arthrobacter,0
MN234191,NZ_CP010341.1,Actinomyces,0
MN428063,NZ_CP010341.1,Staphylococcaceae;,0
MN234169,NZ_CP010341.1,Campylobacteraceae;,0
MW055909,NZ_CP010341.1,Cutibacterium,0
MN284897,NZ_CP010341.1,Nodularia,0
MK801732,NZ_CP010341.1,Bdellovibrionaceae;,0
MT451984,NZ_CP010341.1,Microbacterium,0
MK937604,NZ_CP010341.1,Sphingomonadaceae;,0
MT657332,NZ_CP010341.1,Cutibacterium,0
MK919481,NZ_CP010341.1,Kitasatospora,0
MN369758,NZ_CP010341.1,Enterobacteriaceae;,0
MT521992,NZ_CP010341.1,Sinomonas,0
MT818425,NZ_CP010341.1,Tannerellaceae;,0
MK967402,NZ_CP010341.1,Gordonia,0
MT114166,NZ_CP010341.1,Tsukamurella,0
MK494119,NZ_CP010341.1,chlorophytes;,0
MK494121,NZ_CP010341.1,Mycolicibacterium,0
MN310545,NZ_CP010341.1,Pectobacteriaceae;,0
MT310864,NZ_CP010341.1,Gordonia,0
MK494127,NZ_CP010341.1,Alcaligenaceae;,0
MN813697,NZ_CP010341.1,Enterobacteriaceae;,0
MN062708,NZ_CP010341.1,Mycobacteroides,0
MT889393,NZ_CP010341.1,Halobacteria;,0
MN010760,NZ_CP010341.1,Brucellaceae;,0
MN096367,NZ_CP010341.1,Rhizobiaceae;,0
MN096359,NZ_CP010341.1,Brevibacterium,0
MN585988,NZ_CP010341.1,Corynebacterium,0
MT889394,NZ_CP010341.1,Bdellovibrionaceae;,0
MT889397,NZ_CP010341.1,Microcoleaceae;,0
MN728684,NZ_CP010341.1,Shewanellaceae;,0
MT639650,NZ_CP010341.1,Mycoplasma,0
MN284896,NZ_CP010341.1,Brucellaceae;,0
MT490373,NZ_CP010341.1,Listeriaceae;,0
KX670789,NZ_CP010341.1,Erwiniaceae;,0
AY129338,NZ_CP010341.1,Acetobacteraceae;,0
MN813687,NZ_CP010341.1,Pelagibacteraceae;,0
MN813694,NZ_CP010341.1,Bacillaceae;,0
MT952853,NZ_CP010341.1,Thermoanaerobacterales,0
DQ398046,NZ_CP010341.1,Hexapoda;,0
MN586017,NZ_CP010341.1,Pectobacteriaceae;,0
MT889367,NZ_CP010341.1,Rhodobacteraceae;,0
MT316459,NZ_CP010341.1,Enterococcaceae;,0
MN428064,NZ_CP010341.1,Mycolicibacterium,0
MT024864,NZ_CP010341.1,Leuconostocaceae;,0
MN813675,NZ_CP010341.1,Mycolicibacterium,0
MN813691,NZ_CP010341.1,Nodularia,0
MN813692,NZ_CP010341.1,Bacteroidaceae;,0
MN813688,NZ_CP010341.1,Fusobacterium,0
MN813689,NZ_CP010341.1,Propionibacterium,0
MN813690,NZ_CP010341.1,Chlamydia/Chlamydophila,0
MN813679,NZ_CP010341.1,Vibrionaceae;,0
MN813677,NZ_CP010341.1,Brucellaceae;,0
MN813683,NZ_CP010341.1,Lactobacillaceae;,0
MN813699,NZ_CP010341.1,Burkholderiaceae;,0
MT498064,NZ_CP010341.1,Rhodospirillaceae;,0
MT771347,NZ_CP010341.1,Streptococcaceae;,0
MT639645,NZ_CP010341.1,Comamonadaceae;,0
MN234212,NZ_CP010341.1,Burkholderiaceae;,0
MT639640,NZ_CP010341.1,Rhodobacteraceae;,0
MT553343,NZ_CP010341.1,chlorophytes;,0
NC_015453,NZ_CP010341.1,Thermaceae;,0
MN908685,NZ_CP010341.1,Hexapoda;,0
DQ398047,NZ_CP010341.1,Mamiellales;,0
MN119378,NZ_CP010341.1,Pectobacteriaceae;,0
KX458237,NZ_CP010341.1,Paenibacillaceae;,0
NC_023735,NZ_CP010341.1,Campylobacteraceae;,0
MT818422,NZ_CP010341.1,Tetrasphaera,0
MK494126,NZ_CP010341.1,Bacteroidaceae;,0
MN586060,NZ_CP010341.1,Rhizobiaceae;,0
NC_031076.1,NZ_CP010341.1,Staphylococcaceae;,0
NC_031108.1,NZ_CP010341.1,Alcaligenaceae;,0
AF547430,NZ_CP010341.1,Brucellaceae;,0
MN703408,NZ_CP010341.1,Clostridiaceae;,0
MN807248,NZ_CP010341.1,Burkholderiaceae;,0
MT114167,NZ_CP010341.1,Tannerellaceae;,0
MT310891,NZ_CP010341.1,Actinoplanes,0
MT310890,NZ_CP010341.1,Hafniaceae;,0
MN096369,NZ_CP010341.1,Tannerellaceae;,0
MK620904,NZ_CP010341.1,Tsukamurella,0
MT310866,NZ_CP010341.1,Actinomyces,0
MK686070,NZ_CP010341.1,Idiomarinaceae;,0
MN586009,NZ_CP010341.1,Clavibacter,0
JX889246,NZ_CP010341.1,Leptospira,0
MK494093,NZ_CP010341.1,Aeromonadaceae;,0
MN234223,NZ_CP010341.1,Bdellovibrionaceae;,0
MK937596,NZ_CP010341.1,Caulobacteraceae;,0
MK820639,NZ_CP010341.1,Hafniaceae;,0
MT639641,NZ_CP010341.1,Lactobacillaceae;,0
BA000030.4,NZ_CP010341.1,Rhizobiaceae;,0
MT889376,NZ_CP010341.1,Mycoplasma,0
KT206225,NZ_CP010341.1,Rhodococcus,0
MT310888,NZ_CP010341.1,Listeriaceae;,0
MN175604,NZ_CP010341.1,Vertebrata;,0
MT310889,NZ_CP010341.1,Clavibacter,0
MK937592,NZ_CP010341.1,Mycobacteroides,0
MN010756,NZ_CP010341.1,Nodularia,0
MN310546,NZ_CP010341.1,Actinoplanes,0
MK620902,NZ_CP010341.1,Halobacteria;,0
MK801724,NZ_CP010341.1,Tetrasphaera,0
MT498053,NZ_CP010341.1,Arthrobacter,0
NC_023722,NZ_CP010341.1,Mycobacterium;,0
MK494105,NZ_CP010341.1,Streptomyces,0
DQ398049,NZ_CP010341.1,Brucellaceae;,0
MK494120,NZ_CP010341.1,Shewanellaceae;,0
MK875798,NZ_CP010341.1,Paenibacillaceae;,0
MN062719,NZ_CP010341.1,Bacteroidaceae;,0
MN234179,NZ_CP010341.1,Colwelliaceae;,0
MT889388,NZ_CP010341.1,Xanthomonadaceae;,0
DQ398051,NZ_CP010341.1,Halobacteria;,0
MW055915,NZ_CP010341.1,Lactobacillaceae;,0
MT024861,NZ_CP010341.1,Nodularia,0
DQ398050,NZ_CP010341.1,Brucellaceae;,0
MN062712,NZ_CP010341.1,Tsukamurella,0
MN234181,NZ_CP010341.1,Enterobacteriaceae;,0
MN329676,NZ_CP010341.1,II.,0
MK875792,NZ_CP010341.1,Campylobacteraceae;,0
MK820642,NZ_CP010341.1,Oscillatoriaceae;,0
MT114158,NZ_CP010341.1,Hafniaceae;,0
MT498065,NZ_CP010341.1,Comamonadaceae;,0
MT639651,NZ_CP010341.1,Caulobacteraceae;,0
MN234218,NZ_CP010341.1,Hexapoda;,0
MN703413,NZ_CP010341.1,Mycolicibacterium,0
MN444868,NZ_CP010341.1,Halomonadaceae;,0
MK620901,NZ_CP010341.1,Rhodobacteraceae;,0
MN428056,NZ_CP010341.1,Thermaceae;,0
,NZ_CP010341.1,Nocardia,0
MK977695,NZ_CP010341.1,Listeriaceae;,0
MN096355,NZ_CP010341.1,Staphylococcaceae;,0
MN444878,NZ_CP010341.1,Shewanellaceae;,0
MT723945,NZ_CP010341.1,Actinoplanes,0
MN585981,NZ_CP010341.1,Halomonadaceae;,0
MN234236,NZ_CP010341.1,Vertebrata;,0
MT889365,NZ_CP010341.1,Sinomonas,0
MN617843,NZ_CP010341.1,Hexapoda;,0
MN183282,NZ_CP010341.1,Sulfolobaceae;,0
DQ398048,NZ_CP010341.1,Mycobacteroides,0
MT658805,NZ_CP010341.1,Actinoplanes,0
MN234206,NZ_CP010341.1,Actinomyces,0
MK801735,NZ_CP010341.1,Enterococcaceae;,0
MK737941,NZ_CP010341.1,Microcoleaceae;,0
MN369764,NZ_CP010341.1,Tetrasphaera,0
KY092484,NZ_CP010341.1,Cutibacterium,0
MN234197,NZ_CP010341.1,Trichormus,0
MN234207,NZ_CP010341.1,Mamiellales;,0
MN234231,NZ_CP010341.1,Cutibacterium,0
MT310855,NZ_CP010341.1,Campylobacteraceae;,0
MT639646,NZ_CP010341.1,Erwiniaceae;,0
MT310870,NZ_CP010341.1,Sinomonas,0
MT498048,NZ_CP010341.1,Thermoanaerobacterales,0
MT498042,NZ_CP010341.1,Microcoleaceae;,0
MT521993,NZ_CP010341.1,Comamonadaceae;,0
MK494113,NZ_CP010341.1,Halomonadaceae;,0
MT658803,NZ_CP010341.1,Mycoplasma,0
MK967382,NZ_CP010341.1,II.,0
MK686068,NZ_CP010341.1,Paenibacillaceae;,0
MN735435,NZ_CP010341.1,Sinomonas,0
MN585983,NZ_CP010341.1,Corynebacterium,0
MK814759,NZ_CP010341.1,Kitasatospora,0
MN234225,NZ_CP010341.1,Trichormus,0
MK620897,NZ_CP010341.1,Mycoplasma,0
MT522003,NZ_CP010341.1,Caulobacteraceae;,0
MN586044,NZ_CP010341.1,Campylobacteraceae;,0
MN096360,NZ_CP010341.1,Nocardia,0
MK620895,NZ_CP010341.1,Brevibacterium,0
MK977704,NZ_CP010341.1,Cutibacterium,0
MN813681,NZ_CP010341.1,Microcoleaceae;,0
MK967381,NZ_CP010341.1,Leuconostocaceae;,0
MN096374,NZ_CP010341.1,Halobacteria;,0
MT553335,NZ_CP010341.1,Ruminococcaceae;,0
KX619651,NZ_CP010341.1,Comamonadaceae;,0
MT684602,NZ_CP010341.1,Lactobacillaceae;,0
MK686072,NZ_CP010341.1,Staphylococcaceae;,0
AY129334,NZ_CP010341.1,Hexapoda;,0
MT897904,NZ_CP010341.1,Nodularia,0
JN116822,NZ_CP010341.1,,0
MN908694,NZ_CP010341.1,Halobacteria;,0
MN096381,NZ_CP010341.1,Helicobacteraceae;,0
MK524531,NZ_CP010341.1,Mycobacterium;,0
MN234232,NZ_CP010341.1,Bdellovibrionaceae;,0
MN204498,NZ_CP010341.1,II.,0
MN586000,NZ_CP010341.1,Enterobacteriaceae;,0
MN234202,NZ_CP010341.1,Mycobacterium,0
MT889368,NZ_CP010341.1,Enterobacteriaceae;,0
MN096365,NZ_CP010341.1,chlorophytes;,0
MN329675,NZ_CP010341.1,Streptomyces;,0
MN617842,NZ_CP010341.1,Microcoleaceae;,0
MT553346,NZ_CP010341.1,Oscillatoriaceae;,0
MK977696,NZ_CP010341.1,Hexapoda;,0
MK524521,NZ_CP010341.1,Cutibacterium,0
MN234213,NZ_CP010341.1,Peptostreptococcaceae;,0
MT723932,NZ_CP010341.1,Xanthomonadaceae;,0
MK494091,NZ_CP010341.1,Actinoplanes,0
MN735433,NZ_CP010341.1,Rhodobacteraceae;,0
MN586008,NZ_CP010341.1,Nodularia,0
MT818415,NZ_CP010341.1,Burkholderiaceae;,0
MK814749,NZ_CP010341.1,Alcaligenaceae;,0
MT889396,NZ_CP010341.1,Clavibacter,0
MT310850,NZ_CP010341.1,Pectobacteriaceae;,0
MT310851,NZ_CP010341.1,Mycobacterium,0
MK937609,NZ_CP010341.1,Thermoanaerobacterales,0
MN234203,NZ_CP010341.1,Rhodobacteraceae;,0
MT684599,NZ_CP010341.1,,0
MT114163,NZ_CP010341.1,Vertebrata;,0
MT897908,NZ_CP010341.1,Morganellaceae;,0
MN062717,NZ_CP010341.1,Aeromonadaceae;,0
MN585994,NZ_CP010341.1,Yersiniaceae;,0
MK967385,NZ_CP010341.1,Thermoanaerobacterales,0
MK919471,NZ_CP010341.1,II.,0
MK878895,NZ_CP010341.1,Listeriaceae;,0
MN234221,NZ_CP010341.1,Erwiniaceae;,0
MN234180,NZ_CP010341.1,Leuconostocaceae;,0
MT818418,NZ_CP010341.1,Actinoplanes,0
MT889395,NZ_CP010341.1,Moraxellaceae;,0
MN908684,NZ_CP010341.1,Morganellaceae;,0
MH316569,NZ_CP010341.1,,0
MK967384,NZ_CP010341.1,Rhodobacteraceae;,0
MT771345,NZ_CP010341.1,Trichormus,0
MK494092,NZ_CP010341.1,Bdellovibrionaceae;,0
MK937602,NZ_CP010341.1,Caulobacteraceae;,0
MT952850,NZ_CP010341.1,Bacillaceae;,0
MN484601,NZ_CP010341.1,Propionibacterium,0
MN945899,NZ_CP010341.1,Rhizobiaceae;,0
MN908687,NZ_CP010341.1,Mamiellales;,0
MT316463,NZ_CP010341.1,Prochlorococcus,0
MK967380,NZ_CP010341.1,Microcoleaceae;,0
MN010755,NZ_CP010341.1,Streptomyces;,0
MN586007,NZ_CP010341.1,Corynebacterium,0
MK814761,NZ_CP010341.1,Sulfolobaceae;,0
MN428052,NZ_CP010341.1,Ruminococcaceae;,0
MN585991,NZ_CP010341.1,Microcoleaceae;,0
MT684588,NZ_CP010341.1,Paenibacillaceae;,0
MN062718,NZ_CP010341.1,Alcaligenaceae;,0
MN892483,NZ_CP010341.1,Corynebacterium,0
MN096368,NZ_CP010341.1,Caulobacteraceae;,0
MN204504,NZ_CP010341.1,Shewanellaceae;,0
MT522000,NZ_CP010341.1,Bacillaceae;,0
MK061416,NZ_CP010341.1,Actinomyces,0
MT657339,NZ_CP010341.1,Pectobacteriaceae;,0
MN369742,NZ_CP010341.1,Oscillatoriaceae;,0
MK937597,NZ_CP010341.1,Erwiniaceae;,0
MN234173,NZ_CP010341.1,Acetobacteraceae;,0
MN096370,NZ_CP010341.1,Xanthomonadaceae;,0
MK937613,NZ_CP010341.1,Mycobacterium,0
MN062709,NZ_CP010341.1,Lactobacillaceae;,0
MN585973,NZ_CP010341.1,Sphingomonadaceae;,0
MN586019,NZ_CP010341.1,Tetrasphaera,0
MN234229,NZ_CP010341.1,Hexapoda;,0
MN234175,NZ_CP010341.1,Vibrionaceae;,0
MN234215,NZ_CP010341.1,Leptospira,0
MK937605,NZ_CP010341.1,Mycobacterium,0
MT310895,NZ_CP010341.1,Streptococcaceae;,0
MK494111,NZ_CP010341.1,Mycobacterium;,0
MK977700,NZ_CP010341.1,Tsukamurella,0
MK977710,NZ_CP010341.1,Ruminococcaceae;,0
MT889384,NZ_CP010341.1,Acetobacteraceae;,0
MN586040,NZ_CP010341.1,Nodularia,0
MT657334,NZ_CP010341.1,Vertebrata;,0
MN908683,NZ_CP010341.1,Thermaceae;,0
MN586004,NZ_CP010341.1,Spiroplasmataceae;,0
MT024860,NZ_CP010341.1,Erwiniaceae;,0
MK737942,NZ_CP010341.1,Kitasatospora,0
MN428057,NZ_CP010341.1,Pectobacteriaceae;,0
MT889381,NZ_CP010341.1,Pseudomonadaceae;,0
MN369753,NZ_CP010341.1,Trichormus,0
MK814754,NZ_CP010341.1,Thermoanaerobacterales,0
MT657338,NZ_CP010341.1,Tsukamurella,0
MN585989,NZ_CP010341.1,Prochlorococcus,0
MK919483,NZ_CP010341.1,Enterobacteriaceae;,0
MK494110,NZ_CP010341.1,,0
MK967383,NZ_CP010341.1,Tetrasphaera,0
MN444870,NZ_CP010341.1,Comamonadaceae;,0
MN444872,NZ_CP010341.1,Leptospira,0
MK967396,NZ_CP010341.1,Erwiniaceae;,0
MN284904,NZ_CP010341.1,Listeriaceae;,0
MT771350,NZ_CP010341.1,Nocardia,0
MK875796,NZ_CP010341.1,Leuconostocaceae;,0
MW055910,NZ_CP010341.1,Pelagibacteraceae;,0
MN369751,NZ_CP010341.1,Pseudoalteromonadaceae;,0
MK878903,NZ_CP010341.1,Pasteurellaceae;,0
MN586059,NZ_CP010341.1,Hexapoda;,0
MK919480,NZ_CP010341.1,chlorophytes;,0
MN428062,NZ_CP010341.1,Oscillatoriaceae;,0
MT310868,NZ_CP010341.1,Oceanospirillaceae;,0
MT310894,NZ_CP010341.1,Propionibacterium,0
MN813684,NZ_CP010341.1,Streptomyces,0
MK801727,NZ_CP010341.1,Brucellaceae;,0
MK660713,NZ_CP010341.1,Ruminococcaceae;,0
MK977709,NZ_CP010341.1,Trichormus,0
MT657340,NZ_CP010341.1,Bdellovibrionaceae;,0
MW055911,NZ_CP010341.1,Hexapoda;,0
MT889385,NZ_CP010341.1,Burkholderiaceae;,0
MN234172,NZ_CP010341.1,Morganellaceae;,0
MT986028,NZ_CP010341.1,Nocardia,0
MT684600,NZ_CP010341.1,Mycolicibacterium,0
MH479927,NZ_CP010341.1,Actinoplanes,0
MN586046,NZ_CP010341.1,Nocardia,0
MK620905,NZ_CP010341.1,Mycobacterium,0
MK878904,NZ_CP010341.1,Staphylococcaceae;,0
MT498047,NZ_CP010341.1,Mycobacterium;,0
NC_019930,NZ_CP010341.1,Bdellovibrionaceae;,0
AF068845,NZ_CP010341.1,Burkholderiaceae;,0
MN234209,NZ_CP010341.1,Kitasatospora,0
MN234161,NZ_CP010341.1,Pectobacteriaceae;,0
MH171098,NZ_CP010341.1,Pectobacteriaceae;,0
MN096364,NZ_CP010341.1,Streptococcaceae;,0
MN369750,NZ_CP010341.1,Nocardia,0
MT522002,NZ_CP010341.1,Chlamydia/Chlamydophila,0
MT952847,NZ_CP010341.1,Mycobacteroides,0
MN234228,NZ_CP010341.1,Thermaceae;,0
HM486077,NZ_CP010341.1,Arthrobacter,0
KR053196,NZ_CP010341.1,Sphingomonadaceae;,0
MN586013,NZ_CP010341.1,Bacillaceae;,0
MN585997,NZ_CP010341.1,Pseudomonadaceae;,0
MK967378,NZ_CP010341.1,Oscillatoriaceae;,0
MK494098,NZ_CP010341.1,,0
MN369743,NZ_CP010341.1,Staphylococcaceae;,0
MN276192,NZ_CP010341.1,Erwiniaceae;,0
MN234178,NZ_CP010341.1,Brucellaceae;,0
MT889382,NZ_CP010341.1,Rhodospirillaceae;,0
MW055912,NZ_CP010341.1,Oceanospirillaceae;,0
MT310869,NZ_CP010341.1,Colwelliaceae;,0
MN096373,NZ_CP010341.1,Yersiniaceae;,0
MK977713,NZ_CP010341.1,Shewanellaceae;,0
MT897906,NZ_CP010341.1,Streptomyces,0
MK878902,NZ_CP010341.1,Sphingomonadaceae;,0
MT952843,NZ_CP010341.1,Mycobacterium;,0
MN586024,NZ_CP010341.1,Staphylococcaceae;,0
MK878905,NZ_CP010341.1,Rhizobiaceae;,0
MK494099,NZ_CP010341.1,Peptostreptococcaceae;,0
MN175603,NZ_CP010341.1,chlorophytes;,0
MT771349,NZ_CP010341.1,Pseudoalteromonadaceae;,0
MT553344,NZ_CP010341.1,Campylobacteraceae;,0
MT310887,NZ_CP010341.1,Streptomyces;,0
MN585982,NZ_CP010341.1,Fusobacterium,0
MT521997,NZ_CP010341.1,Mycobacteroides,0
MN234189,NZ_CP010341.1,Pseudomonadaceae;,0
MT310877,NZ_CP010341.1,Sphingomonadaceae;,0
MN586058,NZ_CP010341.1,Halobacteria;,0
MK864267,NZ_CP010341.1,Xanthomonadaceae;,0
MK864264,NZ_CP010341.1,Methanobacteria;,0
MN329679,NZ_CP010341.1,Tsukamurella,0
MN234167,NZ_CP010341.1,Methanobacteria;,0
MT310876,NZ_CP010341.1,Actinomyces,0
MK967388,NZ_CP010341.1,Gordonia,0
MN234205,NZ_CP010341.1,Pelagibacteraceae;,0
MK937611,NZ_CP010341.1,Leuconostocaceae;,0
MT114164,NZ_CP010341.1,Erwiniaceae;,0
MN096362,NZ_CP010341.1,Halobacteria;,0
MT897910,NZ_CP010341.1,Pseudoalteromonadaceae;,0
MN183281,NZ_CP010341.1,Lactobacillaceae;,0
MN813698,NZ_CP010341.1,Corynebacterium,0
MT451981,NZ_CP010341.1,Brevibacterium,0
MT024865,NZ_CP010341.1,Mycobacterium;,0
MK494102,NZ_CP010341.1,Enterobacteriaceae;,0
MK501729,NZ_CP010341.1,II.,0
MN586038,NZ_CP010341.1,Fusobacterium,0
MK737944,NZ_CP010341.1,Actinoplanes,0
KX585251,NZ_CP010341.1,Flavobacteriaceae;,0
MN585985,NZ_CP010341.1,Vibrionaceae;,0
MN096357,NZ_CP010341.1,Helicobacteraceae;,0
MT657330,NZ_CP010341.1,Morganellaceae;,0
MK875793,NZ_CP010341.1,chlorophytes;,0
MN369747,NZ_CP010341.1,Shewanellaceae;,0
MN428049,NZ_CP010341.1,Tsukamurella,0
MK967393,NZ_CP010341.1,Thermoanaerobacterales,0
MN284899,NZ_CP010341.1,Methanobacteria;,0
MN735432,NZ_CP010341.1,Kitasatospora,0
MT024870,NZ_CP010341.1,Mamiellales;,0
MK967395,NZ_CP010341.1,Halobacteria;,0
MK937600,NZ_CP010341.1,Nodularia,0
MK801721,NZ_CP010341.1,Actinoplanes,0
MT024866,NZ_CP010341.1,Rhodobacteraceae;,0
MT952849,NZ_CP010341.1,Burkholderiaceae;,0
MT986027,NZ_CP010341.1,Vertebrata;,0
MN484599,NZ_CP010341.1,chlorophytes;,0
MN585963,NZ_CP010341.1,Sulfolobaceae;,0
MW055913,NZ_CP010341.1,Corynebacterium,0
MN586018,NZ_CP010341.1,Bdellovibrionaceae;,0
MK875799,NZ_CP010341.1,Sinomonas,0
MK919473,NZ_CP010341.1,Streptococcaceae;,0
MK814748,NZ_CP010341.1,Vertebrata;,0
MN945901,NZ_CP010341.1,Halobacteria;,0
MW055914,NZ_CP010341.1,Streptomyces;,0
MN234195,NZ_CP010341.1,Trichormus,0
MK801725,NZ_CP010341.1,Alcaligenaceae;,0
MK875791,NZ_CP010341.1,Aeromonadaceae;,0
MH019215,NZ_CP010341.1,Microcoleaceae;,0
MN586049,NZ_CP010341.1,Methanobacteria;,0
MN096379,NZ_CP010341.1,Propionibacterium,0
MT889364,NZ_CP010341.1,Shewanellaceae;,0
MN585979,NZ_CP010341.1,Acetobacteraceae;,0
MN183286,NZ_CP010341.1,Listeriaceae;,0
MN234164,NZ_CP010341.1,Clavibacter,0
MT639642,NZ_CP010341.1,Leptospira,0
MT024871,NZ_CP010341.1,Shewanellaceae;,0
MN586003,NZ_CP010341.1,Leptospira,0
MN369766,NZ_CP010341.1,Sphingomonadaceae;,0
MN728683,NZ_CP010341.1,Mamiellales;,0
MT723941,NZ_CP010341.1,Pseudomonadaceae;,0
MH248947,NZ_CP010341.1,Tsukamurella,0
MN183285,NZ_CP010341.1,Rhodospirillaceae;,0
MN234176,NZ_CP010341.1,Rhodobacteraceae;,0
MN234165,NZ_CP010341.1,Vibrionaceae;,0
MN284901,NZ_CP010341.1,Bacteroidaceae;,0
MT310856,NZ_CP010341.1,Brucellaceae;,0
MK878898,NZ_CP010341.1,II.,0
MN369765,NZ_CP010341.1,Pelagibacteraceae;,0
MN586023,NZ_CP010341.1,Arthrobacter,0
MN183279,NZ_CP010341.1,Staphylococcaceae;,0
MN234198,NZ_CP010341.1,Idiomarinaceae;,0
MT889377,NZ_CP010341.1,Mycobacteroides,0
MT684596,NZ_CP010341.1,Mamiellales;,0
MN908686,NZ_CP010341.1,II.,0
MT771344,NZ_CP010341.1,Streptococcaceae;,0
MK919478,NZ_CP010341.1,Morganellaceae;,0
MK937607,NZ_CP010341.1,Rhodobacteraceae;,0
MT498036,NZ_CP010341.1,Colwelliaceae;,0
MN096372,NZ_CP010341.1,Morganellaceae;,0
MN204493,NZ_CP010341.1,Mycolicibacterium,0
NC_001341,NZ_CP010341.1,Vibrionaceae;,0
KF787094,NZ_CP010341.1,Burkholderiaceae;,0
NC_049849,NZ_CP010341.1,Rhodobacteraceae;,0
NC_041997,NZ_CP010341.1,Rhodospirillaceae;,0
NC_042028,NZ_CP010341.1,Acetobacteraceae;,0
NC_048142,NZ_CP010341.1,Colwelliaceae;,0
NC_041998,NZ_CP010341.1,Idiomarinaceae;,0
NC_049445,NZ_CP010341.1,Halobacteria;,0
