,phage_name,phage_genbank_id,phage_refseq_id,host_name,host_id,host_category,host_desc
2548,Preamble,KU160659,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2549,Predator,EU770222,NC_011039,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2550,Priamo,MH155876,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2551,Prickles,MN444868,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2552,PrincePhergus,MK620901,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2553,PrincessTrina,KU160660,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2554,Pringar,MN428056,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2555,Priscilla,MG872841,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2556,Prithvi,MK016503,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2557,Priya,MH371122,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2558,Procrass1,KR337644,,Propionibacterium acnes ATCC 6919,MT947204.1,55,"Cutibacterium acnes strain HKG366 16S ribosomal RNA gene, partial sequence"
2559,ProfessorX,MG962375,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2560,Prospero,KX610765,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2561,PSullivan,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2562,Psycho,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2563,Pterodactyl,MK279872,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2564,Puhltonio,GQ303264,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2565,Pukovnik,EU744250,NC_011023,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2566,Pulchra,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2567,Pumancara,KU160661,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2568,Pumbaa,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2569,Pumpernickel,,,Microbacterium paraoxydans NRRL B-14843,MH368497.1,32,"Microbacterium paraoxydans strain NRRL B-14843 16S ribosomal RNA gene, partial sequence"
2570,Pumpkin,GQ303265,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2571,PumpkinSpice,,,Streptomyces griseofuscus ATCC 23916,NZ_CP051009.1,79,"Streptomyces griseofuscus strain DSM 40191 plasmid pSGRIFU3, complete sequence"
2572,Pupper,MK977695,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2573,Puppy,MH047632,,Mycobacterium phlei GTIS10,MH047633.1,46,"Mycobacterium phage Pistachio, complete genome"
2574,PuppyEggo,MG944219,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2575,Purgamenstris,MK524522,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2576,Purky,MN096355,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2577,PurpleHaze,KY965063,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2578,pZL12,GQ919031,NC_013420,Streptomyces sp. 9R-2,BX571965.1,89,"Burkholderia pseudomallei strain K96243, chromosome 1, complete sequence"
2579,QBert,MK359345,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2580,Qobbit,KX685355,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2581,QuadZero,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2582,Quaker,MH371111,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2583,Quammi,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2584,Quartz,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2585,Quasar,MN444878,,Gordonia terrae NRRL B-16283,MT925577.1,25,"Gordonia terrae strain XFJ7 16S ribosomal RNA gene, partial sequence"
2586,Quasimodo,MT723945,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2587,QueenB2,MN585981,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2588,QueenBeane,MK279873,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2589,QueenBeesly,MH697591,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2590,QueenBey,KR347355,,Propionibacterium acnes ATCC 6919,MT947204.1,55,"Cutibacterium acnes strain HKG366 16S ribosomal RNA gene, partial sequence"
2591,QueenHazel,MN234236,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2592,Quenya,MT889365,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2593,Quesadilla,MN617843,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2594,Quhwah,MH271321,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2595,Qui,MN183282,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
2596,QuickMath,MH669012,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2597,Quico,KR997968,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2598,QuincyRose,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2599,QuinnKiro,KM592966,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2600,Qyrzula,DQ398048,NC_008204,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2601,R4,JX182370,NC_019414,Streptomyces coelicolor A3(2),NG_070727.1,78,"Streptomyces coelicolor A3(2) ICSSB 1010 vanS-Sc gene for VanSc-type vancomycin resistance histidine kinase VanS, complete CDS"
2602,Rabbitrun,MT658805,,Gordonia terrae CAG3,MN586040.1,23,"Gordonia phage Stormageddon, complete genome"
2603,Rabbs,MK524494,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2604,Rabinovish,MH590593,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2605,Raccoon,MG839025,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2606,Racecar,MN234206,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
2607,Rachaly,MK801735,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2608,Rachella,MK737941,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2609,Raela,MK279842,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2610,RagingRooster,MG839014,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2611,Rahalelujah,MN369764,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2612,Rahel,MK359348,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2613,Rainydai,MH155877,,Streptomyces scabiei RL-34,NR_025865.2,88,"Streptomyces scabiei strain RL-34 16S ribosomal RNA, complete sequence"
2614,Rajelicia,MK359331,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2615,Rakim,JN006062,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2616,Raleigh,KY092484,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
2617,Ramen,MN234197,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2618,Ramiel05,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2619,Ramsey,FJ174693,NC_011289,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2620,Rana,MH171093,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
2621,Ranch,MN234207,,Gordonia rubripertincta NRRL B-16540,MN586057.1,18,"Gordonia phage Cleo, complete genome"
2622,Rando14,MH697592,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2623,RAP15,KU160662,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2624,Raptor,MH045562,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2625,Rapunzel97,MN234231,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2626,Rasovi,MT310855,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2627,Rasputia,MT639646,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2628,Rasputin,MH271311,,Rhodococcus erythropolis RIA 643,MN945902.1,69,"Rhodococcus phage Dinger, complete genome"
2629,RavenCo17,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2630,RavenPuff,MH155878,,Streptomyces scabiei RL-34,NR_025865.2,88,"Streptomyces scabiei strain RL-34 16S ribosomal RNA, complete sequence"
2631,RawrgerThat,MT310870,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2632,Raymond7,MT498048,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2633,RcigaStruga,KX576640,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2634,Reba,MH450128,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2635,Rebel,MT498042,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2636,Rebeuca,JX411619,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2637,RedBear,,,Streptomyces lividans JI 1326,MH744418.1,83,"Streptomyces phage JustBecause, complete genome"
2638,Redfield,MH479922,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2639,Redi,JN624851,NC_023730,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2640,RedMaple,MK279904,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2641,Redno2,KF114875,NC_022066,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2642,RedRaider77,MK305892,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2643,RedRock,GU339467,NC_025444,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2644,RedWattleHog,MT521993,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2645,Reedo,,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
2646,Refuge,MK494113,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2647,Reindeer,MT658803,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2648,Relief,MH155879,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2649,Rem711,MG770216,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2650,ReMo,MK967382,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2651,Remus,KX557283,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2652,RemusLoopin,MK686068,,Streptomyces mirabilis NRRL B-2400,NZ_BMUQ00000000.1,84,"Streptomyces mirabilis strain JCM 4551, whole genome shotgun sequencing project"
2653,Remy19,MH001455,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2654,Renaissance,MK433277,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2655,Renaud18,MH651187,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2656,Renzie,MN735435,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2657,Reprobate,KF024727,NC_022064,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2658,Reptar3000,MH926058,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2659,REQ1,JN116825,,Rhodococcus equi Requ28,MT535662.1,67,"Rhodococcus hoagii strain AP2_45 16S ribosomal RNA gene, partial sequence"
2660,REQ2,JN116823,,Rhodococcus equi Requ28,MT535662.1,67,"Rhodococcus hoagii strain AP2_45 16S ribosomal RNA gene, partial sequence"
2661,REQ3,JN116824,,Rhodococcus equi Requ28,MT535662.1,67,"Rhodococcus hoagii strain AP2_45 16S ribosomal RNA gene, partial sequence"
2662,RER2,JN116827,NC_016653,Rhodococcus erythropolis Rery29,NZ_CP044284.1,70,"Rhodococcus erythropolis strain X5 chromosome, complete genome"
2663,Retro23,MN585983,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2664,RexFury,MF324904,,Rhodococcus erythropolis RIA 643,MN945902.1,69,"Rhodococcus phage Dinger, complete genome"
2665,Rey,JF937105,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2666,Reyja,MK814759,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2667,RGL3,JN116826,NC_016650,Rhodococcus globerulus Rglo35,NZ_CEDU00000000.1,71,"Rhodococcus globerulus strain 4J2A2, whole genome shotgun sequencing project"
2668,Rhinoforte,MN234225,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2669,Rhodalysa,KT375356,,Rhodococcus erythropolis RIA 643,MN945902.1,69,"Rhodococcus phage Dinger, complete genome"
2670,Rhynn,MK061415,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2671,RhynO,KJ156985,NC_023609,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2672,Rhysand,MK620897,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2673,Ribeye,MH450129,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2674,Rich,KY224000,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2675,Richie,MH834625,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
2676,Rickmore,MK376953,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2677,RidgeCB,JN398369,NC_023710,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2678,Rie18,MT522003,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2679,Riggan,MK112551,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2680,Rima,KX670790,,Streptomyces azureus NRRL B-2655,NZ_BBYS00000000.1,77,"Streptomyces azureus strain ATCC 14921, whole genome shotgun sequencing project"
2681,Rimmer,MN586044,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2682,Ringer,MK524525,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2683,Rings,KU160663,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2684,Riovina,MK279874,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2685,Riparian,MH926059,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2686,Rita1961,MN096360,,Mycobacterium smegmatis ATCC 607,LT708304.1,48,"Mycobacterium bovis AF2122/97 genome assembly, chromosome: Mycobacterium_bovis_AF212297"
2687,RitaG,MF668281,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2688,Riverdale,MK279875,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2689,RiverMonster,MH000607,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2690,Riyhil,MK620895,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2691,Rizal,EU826467,NC_011272,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2692,Rizwana,,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2693,RoadKill,MK977704,,Gordonia terrae CAG3,MN586040.1,23,"Gordonia phage Stormageddon, complete genome"
2694,Roary,MN813681,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2695,Robinson,MH045563,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2696,RobinSparkles,MH479923,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2697,RobsFeet,MH271312,,Microbacterium paraoxydans NWU1,MN813684.1,33,"Microbacterium phage Terij, complete genome"
2698,Robyn,MK524526,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2699,Rockstar,JF704111,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2700,RockyHorror,JF704117,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2701,Rofo,MH479924,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2702,RogerDodger,MK967381,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2703,Rohr,MH450130,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2704,Roksolana,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2705,Roliet,MK279908,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2706,Rollins,MH834626,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2707,RoMag,MK450422,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2708,Roman,MN096374,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2709,RomaT,MK359357,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2710,Romero,MG663584,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
2711,Romney,KU867906,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2712,Ronaldo,MH479925,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2713,Ronan,MT553335,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2714,Roney,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2715,Ronnie,MH576961,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2716,RonRayGun,KM591905,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2717,Roosevelt, KX619651,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2718,Roots515,MH744422,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2719,Rope,MT684602,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2720,RosaAsantewaa,MK686072,,Streptomyces mirabilis NRRL B-2400,NZ_BMUQ00000000.1,84,"Streptomyces mirabilis strain JCM 4551, whole genome shotgun sequencing project"
2721,Rosalind,KU998250,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
2722,Roscoe,MK279877,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2723,Rose5,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2724,Rosebush,AY129334,NC_004684,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2725,RosiePosie,MF185723,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2726,Rowa,MG593803,,Streptomyces azureus NRRL B-2655,NZ_BBYS00000000.1,77,"Streptomyces azureus strain ATCC 14921, whole genome shotgun sequencing project"
2727,Roy17,MH513980,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2728,RoyalG,,,Gordonia terrae CAG3,MN586040.1,23,"Gordonia phage Stormageddon, complete genome"
2729,Royals2015,MT897904,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2730,Rozby,MK279876,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
2731,RRH1,JN116822,,Rhodococcus rhodochrous Rrho39 (DSMZ43241) ,Not Found,72,Not Found
2732,Rubeelu,MH399787,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2733,Rubeus,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2734,Ruby,MH651188,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
2735,RubyRalph,MN908694,,Microbacterium paraoxydans NRRL B-14843,MH368497.1,32,"Microbacterium paraoxydans strain NRRL B-14843 16S ribosomal RNA gene, partial sequence"
2736,Rudy,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
2737,Rufus,KT259047,NC_028810,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
